0.00000000,0.00000868,-0.00000000
0.00000010,0.00000483,-0.00000000
0.00000020,-0.00001998,-0.00000000
0.00000030,-0.00012282,-0.00000001
0.00000040,-0.00007880,-0.00000002
0.00000050,-0.00011565,-0.00000006
0.00000060,-0.00025475,-0.00000014
0.00000070,-0.00013495,-0.00000029
0.00000080,-0.00005345,-0.00000057
0.00000090,0.00025651,-0.00000101
0.00000100,0.00015857,-0.00000168
0.00000110,-0.00001533,-0.00000263
0.00000120,0.00006389,-0.00000391
0.00000130,0.00010215,-0.00000553
0.00000140,0.00022476,-0.00000753
0.00000150,-0.00003938,-0.00000988
0.00000160,-0.00013717,-0.00001254
0.00000170,-0.00001987,-0.00001545
0.00000180,-0.00000485,-0.00001850
0.00000190,0.00002969,-0.00002158
0.00000200,-0.00009049,-0.00002456
0.00000210,-0.00005455,-0.00002728
0.00000220,-0.00003717,-0.00002960
0.00000230,0.00006000,-0.00003136
0.00000240,0.00007629,-0.00003242
0.00000250,-0.00010651,-0.00003267
0.00000260,0.00001364,-0.00003201
0.00000270,-0.00002147,-0.00003036
0.00000280,-0.00012102,-0.00002768
0.00000290,-0.00016266,-0.00002397
0.00000300,-0.00006246,-0.00001925
0.00000310,0.00002714,-0.00001359
0.00000320,-0.00014915,-0.00000706
0.00000330,-0.00004278,0.00000020
0.00000340,0.00010523,0.00000807
0.00000350,0.00008464,0.00001636
0.00000360,-0.00011879,0.00002492
0.00000370,0.00000715,0.00003355
0.00000380,0.00005541,0.00004207
0.00000390,0.00017829,0.00005028
0.00000400,0.00012166,0.00005802
0.00000410,0.00002563,0.00006511
0.00000420,-0.00018773,0.00007141
0.00000430,-0.00029649,0.00007679
0.00000440,-0.00031981,0.00008114
0.00000450,-0.00036545,0.00008437
0.00000460,-0.00013900,0.00008642
0.00000470,-0.00021573,0.00008726
0.00000480,-0.00029729,0.00008688
0.00000490,-0.00029228,0.00008528
0.00000500,-0.00013201,0.00008251
0.00000510,-0.00002749,0.00007862
0.00000520,-0.00017624,0.00007367
0.00000530,-0.00034558,0.00006776
0.00000540,-0.00035554,0.00006097
0.00000550,0.00010829,0.00005342
0.00000560,0.00004675,0.00004523
0.00000570,-0.00013314,0.00003650
0.00000580,0.00006733,0.00002736
0.00000590,0.00006712,0.00001793
0.00000600,-0.00009252,0.00000832
0.00000610,-0.00027203,-0.00000133
0.00000620,-0.00025578,-0.00001093
0.00000630,0.00002392,-0.00002037
0.00000640,-0.00000402,-0.00002955
0.00000650,-0.00010169,-0.00003836
0.00000660,-0.00008620,-0.00004674
0.00000670,-0.00000953,-0.00005459
0.00000680,-0.00008848,-0.00006185
0.00000690,-0.00005951,-0.00006846
0.00000700,-0.00033172,-0.00007437
0.00000710,-0.00018104,-0.00007953
0.00000720,-0.00016418,-0.00008392
0.00000730,0.00005897,-0.00008752
0.00000740,0.00003373,-0.00009031
0.00000750,-0.00011116,-0.00009230
0.00000760,0.00006963,-0.00009349
0.00000770,0.00017752,-0.00009390
0.00000780,0.00029474,-0.00009355
0.00000790,0.00013954,-0.00009247
0.00000800,0.00009638,-0.00009071
0.00000810,0.00011530,-0.00008829
0.00000820,0.00008596,-0.00008526
0.00000830,-0.00003251,-0.00008168
0.00000840,-0.00009110,-0.00007758
0.00000850,0.00010973,-0.00007302
0.00000860,0.00025913,-0.00006806
0.00000870,0.00001117,-0.00006274
0.00000880,-0.00009350,-0.00005711
0.00000890,0.00006404,-0.00005123
0.00000900,-0.00014956,-0.00004514
0.00000910,-0.00011885,-0.00003888
0.00000920,-0.00023613,-0.00003249
0.00000930,-0.00012215,-0.00002601
0.00000940,-0.00008646,-0.00001949
0.00000950,-0.00013369,-0.00001294
0.00000960,0.00001468,-0.00000640
0.00000970,-0.00006930,0.00000008
0.00000980,-0.00001950,0.00000648
0.00000990,0.00001245,0.00001276
0.00001000,0.00002923,0.00001889
0.00001010,0.00011530,0.00002481
0.00001020,-0.00001939,0.00003049
0.00001030,-0.00006038,0.00003589
0.00001040,0.00005451,0.00004096
0.00001050,-0.00008121,0.00004566
0.00001060,-0.00006680,0.00004994
0.00001070,0.00011387,0.00005378
0.00001080,0.00012544,0.00005712
0.00001090,0.00000692,0.00005993
0.00001100,-0.00002431,0.00006219
0.00001110,-0.00030313,0.00006388
0.00001120,-0.00033275,0.00006497
0.00001130,-0.00007634,0.00006545
0.00001140,-0.00004185,0.00006533
0.00001150,0.00014694,0.00006459
0.00001160,0.00015939,0.00006326
0.00001170,0.00015536,0.00006136
0.00001180,0.00002146,0.00005890
0.00001190,-0.00010568,0.00005594
0.00001200,-0.00014479,0.00005251
0.00001210,-0.00000499,0.00004868
0.00001220,-0.00000635,0.00004449
0.00001230,-0.00017236,0.00004001
0.00001240,-0.00023073,0.00003532
0.00001250,-0.00003572,0.00003048
0.00001260,0.00016615,0.00002556
0.00001270,-0.00007519,0.00002064
0.00001280,-0.00007239,0.00001579
0.00001290,-0.00011691,0.00001108
0.00001300,-0.00006965,0.00000657
0.00001310,-0.00008802,0.00000231
0.00001320,-0.00026970,-0.00000164
0.00001330,-0.00038506,-0.00000524
0.00001340,-0.00026211,-0.00000846
0.00001350,-0.00008342,-0.00001129
0.00001360,-0.00028179,-0.00001369
0.00001370,-0.00020779,-0.00001569
0.00001380,-0.00017799,-0.00001727
0.00001390,-0.00030184,-0.00001848
0.00001400,-0.00028900,-0.00001932
0.00001410,-0.00010603,-0.00001982
0.00001420,-0.00000677,-0.00002003
0.00001430,-0.00006752,-0.00001998
0.00001440,-0.00008249,-0.00001970
0.00001450,-0.00016735,-0.00001922
0.00001460,-0.00024192,-0.00001856
0.00001470,-0.00012175,-0.00001775
0.00001480,-0.00001767,-0.00001680
0.00001490,-0.00009761,-0.00001572
0.00001500,-0.00006388,-0.00001452
0.00001510,-0.00007040,-0.00001319
0.00001520,-0.00024161,-0.00001174
0.00001530,-0.00015909,-0.00001016
0.00001540,0.00013741,-0.00000847
0.00001550,0.00003952,-0.00000665
0.00001560,0.00000290,-0.00000471
0.00001570,-0.00012915,-0.00000267
0.00001580,-0.00016910,-0.00000054
0.00001590,-0.00012093,0.00000167
0.00001600,-0.00025065,0.00000393
0.00001610,-0.00013285,0.00000622
0.00001620,-0.00005488,0.00000852
0.00001630,-0.00016991,0.00001079
0.00001640,-0.00026515,0.00001299
0.00001650,-0.00022011,0.00001511
0.00001660,-0.00006593,0.00001710
0.00001670,0.00008197,0.00001894
0.00001680,0.00021933,0.00002060
0.00001690,0.00002315,0.00002208
0.00001700,-0.00002819,0.00002334
0.00001710,0.00012675,0.00002439
0.00001720,0.00011482,0.00002522
0.00001730,0.00007281,0.00002583
0.00001740,0.00006210,0.00002623
0.00001750,-0.00014879,0.00002642
0.00001760,-0.00017910,0.00002640
0.00001770,-0.00005380,0.00002620
0.00001780,0.00013376,0.00002582
0.00001790,0.00005109,0.00002526
0.00001800,0.00008754,0.00002454
0.00001810,-0.00002771,0.00002367
0.00001820,-0.00011681,0.00002264
0.00001830,-0.00007794,0.00002147
0.00001840,-0.00016067,0.00002017
0.00001850,-0.00004643,0.00001874
0.00001860,-0.00001329,0.00001718
0.00001870,0.00014152,0.00001550
0.00001880,0.00001067,0.00001370
0.00001890,-0.00009787,0.00001178
0.00001900,0.00001351,0.00000975
0.00001910,0.00011301,0.00000760
0.00001920,-0.00006828,0.00000533
0.00001930,-0.00010413,0.00000294
0.00001940,-0.00015743,0.00000044
0.00001950,-0.00007853,-0.00000217
0.00001960,-0.00012936,-0.00000489
0.00001970,-0.00003915,-0.00000772
0.00001980,0.00011514,-0.00001065
0.00001990,0.00004742,-0.00001367
0.00002000,0.00000674,-0.00001677
0.00002010,-0.00009283,-0.00001994
0.00002020,0.00000751,-0.00002317
0.00002030,-0.00012177,-0.00002644
0.00002040,-0.00004288,-0.00002972
0.00002050,-0.00000956,-0.00003300
0.00002060,-0.00007882,-0.00003626
0.00002070,-0.00006501,-0.00003946
0.00002080,0.00001396,-0.00004258
0.00002090,0.00017084,-0.00004560
0.00002100,0.00012409,-0.00004849
0.00002110,0.00007177,-0.00005122
0.00002120,0.00010410,-0.00005377
0.00002130,0.00004525,-0.00005612
0.00002140,0.00006474,-0.00005825
0.00002150,0.00007372,-0.00006014
0.00002160,0.00008603,-0.00006178
0.00002170,0.00015460,-0.00006315
0.00002180,0.00019400,-0.00006425
0.00002190,0.00035531,-0.00006505
0.00002200,0.00032291,-0.00006556
0.00002210,0.00018834,-0.00006575
0.00002220,0.00010741,-0.00006561
0.00002230,0.00011374,-0.00006512
0.00002240,0.00022721,-0.00006427
0.00002250,-0.00004035,-0.00006304
0.00002260,-0.00009592,-0.00006140
0.00002270,-0.00014293,-0.00005935
0.00002280,-0.00021618,-0.00005686
0.00002290,-0.00029202,-0.00005392
0.00002300,-0.00015166,-0.00005051
0.00002310,-0.00007344,-0.00004664
0.00002320,-0.00029166,-0.00004230
0.00002330,-0.00009982,-0.00003749
0.00002340,0.00001844,-0.00003222
0.00002350,-0.00009320,-0.00002652
0.00002360,-0.00018438,-0.00002041
0.00002370,-0.00020764,-0.00001392
0.00002380,-0.00016133,-0.00000709
0.00002390,0.00009315,0.00000002
0.00002400,0.00010903,0.00000737
0.00002410,0.00012756,0.00001489
0.00002420,0.00000019,0.00002252
0.00002430,-0.00013500,0.00003019
0.00002440,-0.00008185,0.00003784
0.00002450,-0.00007460,0.00004540
0.00002460,-0.00007216,0.00005281
0.00002470,-0.00001977,0.00006000
0.00002480,-0.00004543,0.00006691
